Year,Age Group Code,Age Group Description,Gender Code,Gender Description,Race Ethnicity Code,Race/Ethnicity Description,County Code,County,Population White Non Hispanic
2010,0,Total,0,Total,1,White Non Hispanic,65,Yates,24516
2011,0,Total,0,Total,1,White Non Hispanic,1,New York State,11423050
2011,0,Total,0,Total,1,White Non Hispanic,2,New York City,2792633
2011,0,Total,0,Total,1,White Non Hispanic,3,Bronx,158842
2011,0,Total,0,Total,1,White Non Hispanic,4,Kings,916633
2011,0,Total,0,Total,1,White Non Hispanic,5,New York,779638
2011,0,Total,0,Total,1,White Non Hispanic,6,Queens,634948
2011,0,Total,0,Total,1,White Non Hispanic,7,Richmond,302572
2011,0,Total,0,Total,1,White Non Hispanic,8,Rest of State,8630417
2011,0,Total,0,Total,1,White Non Hispanic,9,Albany,232232
2011,0,Total,0,Total,1,White Non Hispanic,10,Allegany,46697
2011,0,Total,0,Total,1,White Non Hispanic,11,Broome,173659
2011,0,Total,0,Total,1,White Non Hispanic,12,Cattaraugus,73783
2011,0,Total,0,Total,1,White Non Hispanic,13,Cayuga,73288
2011,0,Total,0,Total,1,White Non Hispanic,14,Chautauqua,120791
2011,0,Total,0,Total,1,White Non Hispanic,15,Chemung,78378
2011,0,Total,0,Total,1,White Non Hispanic,16,Chenango,48165
2011,0,Total,0,Total,1,White Non Hispanic,17,Clinton,75139
2011,0,Total,0,Total,1,White Non Hispanic,18,Columbia,55551
2011,0,Total,0,Total,1,White Non Hispanic,19,Cortland,46436
2011,0,Total,0,Total,1,White Non Hispanic,20,Delaware,44458
2011,0,Total,0,Total,1,White Non Hispanic,21,Dutchess,223907
2011,0,Total,0,Total,1,White Non Hispanic,22,Erie,718110
2011,0,Total,0,Total,1,White Non Hispanic,23,Essex,36580
2011,0,Total,0,Total,1,White Non Hispanic,24,Franklin,42764
2011,0,Total,0,Total,1,White Non Hispanic,25,Fulton,52121
2011,0,Total,0,Total,1,White Non Hispanic,26,Genesee,55206
2011,0,Total,0,Total,1,White Non Hispanic,27,Greene,42855
2011,0,Total,0,Total,1,White Non Hispanic,28,Hamilton,4639
2011,0,Total,0,Total,1,White Non Hispanic,29,Herkimer,61610
2011,0,Total,0,Total,1,White Non Hispanic,30,Jefferson,100773
2011,0,Total,0,Total,1,White Non Hispanic,31,Lewis,26256
2011,0,Total,0,Total,1,White Non Hispanic,32,Livingston,60200
2011,0,Total,0,Total,1,White Non Hispanic,33,Madison,69072
2011,0,Total,0,Total,1,White Non Hispanic,34,Monroe,548400
2011,0,Total,0,Total,1,White Non Hispanic,35,Montgomery,42543
2011,0,Total,0,Total,1,White Non Hispanic,36,Nassau,878319
2011,0,Total,0,Total,1,White Non Hispanic,37,Niagara,190249
2011,0,Total,0,Total,1,White Non Hispanic,38,Oneida,200170
2011,0,Total,0,Total,1,White Non Hispanic,39,Onondaga,374090
2011,0,Total,0,Total,1,White Non Hispanic,40,Ontario,100064
2011,0,Total,0,Total,1,White Non Hispanic,41,Orange,256911
2011,0,Total,0,Total,1,White Non Hispanic,42,Orleans,37649
2011,0,Total,0,Total,1,White Non Hispanic,43,Oswego,116719
2011,0,Total,0,Total,1,White Non Hispanic,44,Otsego,57682
2011,0,Total,0,Total,1,White Non Hispanic,45,Putnam,83030
2011,0,Total,0,Total,1,White Non Hispanic,46,Rensselaer,137579
2011,0,Total,0,Total,1,White Non Hispanic,47,Rockland,205862
2011,0,Total,0,Total,1,White Non Hispanic,48,St Lawrence,104286
2011,0,Total,0,Total,1,White Non Hispanic,49,Saratoga,205865
2011,0,Total,0,Total,1,White Non Hispanic,50,Schenectady,122111
2011,0,Total,0,Total,1,White Non Hispanic,51,Schoharie,30738
2011,0,Total,0,Total,1,White Non Hispanic,52,Schuyler,17706
2011,0,Total,0,Total,1,White Non Hispanic,53,Seneca,32005
2011,0,Total,0,Total,1,White Non Hispanic,54,Steuben,93991
2011,0,Total,0,Total,1,White Non Hispanic,55,Suffolk,1073014
2011,0,Total,0,Total,1,White Non Hispanic,56,Sullivan,57748
2011,0,Total,0,Total,1,White Non Hispanic,57,Tioga,49165
2011,0,Total,0,Total,1,White Non Hispanic,58,Tompkins,81877
2011,0,Total,0,Total,1,White Non Hispanic,59,Ulster,150396
2011,0,Total,0,Total,1,White Non Hispanic,60,Warren,62960
2011,0,Total,0,Total,1,White Non Hispanic,61,Washington,59157
2011,0,Total,0,Total,1,White Non Hispanic,62,Wayne,85545
2011,0,Total,0,Total,1,White Non Hispanic,63,Westchester,549504
2011,0,Total,0,Total,1,White Non Hispanic,64,Wyoming,37910
2011,0,Total,0,Total,1,White Non Hispanic,65,Yates,24502
2012,0,Total,0,Total,1,White Non Hispanic,1,New York State,11404723
2012,0,Total,0,Total,1,White Non Hispanic,2,New York City,2801715
2012,0,Total,0,Total,1,White Non Hispanic,3,Bronx,153997
2012,0,Total,0,Total,1,White Non Hispanic,4,Kings,930847
2012,0,Total,0,Total,1,White Non Hispanic,5,New York,783134
2012,0,Total,0,Total,1,White Non Hispanic,6,Queens,631355
2012,0,Total,0,Total,1,White Non Hispanic,7,Richmond,302382
2012,0,Total,0,Total,1,White Non Hispanic,8,Rest of State,8603008
2012,0,Total,0,Total,1,White Non Hispanic,9,Albany,232432
2012,0,Total,0,Total,1,White Non Hispanic,10,Allegany,46291
2012,0,Total,0,Total,1,White Non Hispanic,11,Broome,172591
2012,0,Total,0,Total,1,White Non Hispanic,12,Cattaraugus,73332
2012,0,Total,0,Total,1,White Non Hispanic,13,Cayuga,73200
2012,0,Total,0,Total,1,White Non Hispanic,14,Chautauqua,119793
2012,0,Total,0,Total,1,White Non Hispanic,15,Chemung,78456
2012,0,Total,0,Total,1,White Non Hispanic,16,Chenango,47981
2012,0,Total,0,Total,1,White Non Hispanic,17,Clinton,74833
2012,0,Total,0,Total,1,White Non Hispanic,18,Columbia,55421
2012,0,Total,0,Total,1,White Non Hispanic,19,Cortland,46552
2012,0,Total,0,Total,1,White Non Hispanic,20,Delaware,44256
2012,0,Total,0,Total,1,White Non Hispanic,21,Dutchess,222329
2012,0,Total,0,Total,1,White Non Hispanic,22,Erie,717048
2012,0,Total,0,Total,1,White Non Hispanic,23,Essex,36437
2012,0,Total,0,Total,1,White Non Hispanic,24,Franklin,42746
2012,0,Total,0,Total,1,White Non Hispanic,25,Fulton,51828
2012,0,Total,0,Total,1,White Non Hispanic,26,Genesee,55206
2012,0,Total,0,Total,1,White Non Hispanic,27,Greene,42615
2012,0,Total,0,Total,1,White Non Hispanic,28,Hamilton,4628
2012,0,Total,0,Total,1,White Non Hispanic,29,Herkimer,61990
2012,0,Total,0,Total,1,White Non Hispanic,30,Jefferson,101819
2012,0,Total,0,Total,1,White Non Hispanic,31,Lewis,26401
2012,0,Total,0,Total,1,White Non Hispanic,32,Livingston,59949
2012,0,Total,0,Total,1,White Non Hispanic,33,Madison,68385
2012,0,Total,0,Total,1,White Non Hispanic,34,Monroe,548318
2012,0,Total,0,Total,1,White Non Hispanic,35,Montgomery,42403
2012,0,Total,0,Total,1,White Non Hispanic,36,Nassau,871867
2012,0,Total,0,Total,1,White Non Hispanic,37,Niagara,189344
2012,0,Total,0,Total,1,White Non Hispanic,38,Oneida,198919
2012,0,Total,0,Total,1,White Non Hispanic,39,Onondaga,373041
2012,0,Total,0,Total,1,White Non Hispanic,40,Ontario,99976
2012,0,Total,0,Total,1,White Non Hispanic,41,Orange,255308
2012,0,Total,0,Total,1,White Non Hispanic,42,Orleans,37583
2012,0,Total,0,Total,1,White Non Hispanic,43,Oswego,116285
2012,0,Total,0,Total,1,White Non Hispanic,44,Otsego,57444
2012,0,Total,0,Total,1,White Non Hispanic,45,Putnam,82632
2012,0,Total,0,Total,1,White Non Hispanic,46,Rensselaer,137833
2012,0,Total,0,Total,1,White Non Hispanic,47,Rockland,206431
2012,0,Total,0,Total,1,White Non Hispanic,48,St Lawrence,104638
2012,0,Total,0,Total,1,White Non Hispanic,49,Saratoga,206609
2012,0,Total,0,Total,1,White Non Hispanic,50,Schenectady,121410
2012,0,Total,0,Total,1,White Non Hispanic,51,Schoharie,30361
2012,0,Total,0,Total,1,White Non Hispanic,52,Schuyler,17821
2012,0,Total,0,Total,1,White Non Hispanic,53,Seneca,32034
2012,0,Total,0,Total,1,White Non Hispanic,54,Steuben,94070
2012,0,Total,0,Total,1,White Non Hispanic,55,Suffolk,1067563
2012,0,Total,0,Total,1,White Non Hispanic,56,Sullivan,57501
2012,0,Total,0,Total,1,White Non Hispanic,57,Tioga,48662
2012,0,Total,0,Total,1,White Non Hispanic,58,Tompkins,82752
2012,0,Total,0,Total,1,White Non Hispanic,59,Ulster,149215
2012,0,Total,0,Total,1,White Non Hispanic,60,Warren,62674
2012,0,Total,0,Total,1,White Non Hispanic,61,Washington,59028
2012,0,Total,0,Total,1,White Non Hispanic,62,Wayne,85203
2012,0,Total,0,Total,1,White Non Hispanic,63,Westchester,547274
2012,0,Total,0,Total,1,White Non Hispanic,64,Wyoming,37906
2012,0,Total,0,Total,1,White Non Hispanic,65,Yates,24384
2013,0,Total,0,Total,1,White Non Hispanic,1,New York State,11370913
2013,0,Total,0,Total,1,White Non Hispanic,2,New York City,2815270
2013,0,Total,0,Total,1,White Non Hispanic,3,Bronx,152345
2013,0,Total,0,Total,1,White Non Hispanic,4,Kings,946520
2013,0,Total,0,Total,1,White Non Hispanic,5,New York,787127
2013,0,Total,0,Total,1,White Non Hispanic,6,Queens,627489
2013,0,Total,0,Total,1,White Non Hispanic,7,Richmond,301789
2013,0,Total,0,Total,1,White Non Hispanic,8,Rest of State,8555643
2013,0,Total,0,Total,1,White Non Hispanic,9,Albany,231851
2013,0,Total,0,Total,1,White Non Hispanic,10,Allegany,46028
2013,0,Total,0,Total,1,White Non Hispanic,11,Broome,170675
2013,0,Total,0,Total,1,White Non Hispanic,12,Cattaraugus,72625
2013,0,Total,0,Total,1,White Non Hispanic,13,Cayuga,72948
2013,0,Total,0,Total,1,White Non Hispanic,14,Chautauqua,118845
2013,0,Total,0,Total,1,White Non Hispanic,15,Chemung,77984
2013,0,Total,0,Total,1,White Non Hispanic,16,Chenango,47443
2013,0,Total,0,Total,1,White Non Hispanic,17,Clinton,74588
2013,0,Total,0,Total,1,White Non Hispanic,18,Columbia,55008
2013,0,Total,0,Total,1,White Non Hispanic,19,Cortland,46025
2013,0,Total,0,Total,1,White Non Hispanic,20,Delaware,43590
2013,0,Total,0,Total,1,White Non Hispanic,21,Dutchess,220329
2013,0,Total,0,Total,1,White Non Hispanic,22,Erie,715278
2013,0,Total,0,Total,1,White Non Hispanic,23,Essex,36124
2013,0,Total,0,Total,1,White Non Hispanic,24,Franklin,42496
2013,0,Total,0,Total,1,White Non Hispanic,25,Fulton,51394
2013,0,Total,0,Total,1,White Non Hispanic,26,Genesee,54595
2013,0,Total,0,Total,1,White Non Hispanic,27,Greene,42315
2013,0,Total,0,Total,1,White Non Hispanic,28,Hamilton,4617
2013,0,Total,0,Total,1,White Non Hispanic,29,Herkimer,61459
2013,0,Total,0,Total,1,White Non Hispanic,30,Jefferson,100272
2013,0,Total,0,Total,1,White Non Hispanic,31,Lewis,26234
2013,0,Total,0,Total,1,White Non Hispanic,32,Livingston,59630
2013,0,Total,0,Total,1,White Non Hispanic,33,Madison,68284
2013,0,Total,0,Total,1,White Non Hispanic,34,Monroe,546865
2013,0,Total,0,Total,1,White Non Hispanic,35,Montgomery,42062
2013,0,Total,0,Total,1,White Non Hispanic,36,Nassau,863398
2013,0,Total,0,Total,1,White Non Hispanic,37,Niagara,187942
2013,0,Total,0,Total,1,White Non Hispanic,38,Oneida,197423
2013,0,Total,0,Total,1,White Non Hispanic,39,Onondaga,372416
2013,0,Total,0,Total,1,White Non Hispanic,40,Ontario,100022
2013,0,Total,0,Total,1,White Non Hispanic,41,Orange,253743
2013,0,Total,0,Total,1,White Non Hispanic,42,Orleans,37101
2013,0,Total,0,Total,1,White Non Hispanic,43,Oswego,115552
2013,0,Total,0,Total,1,White Non Hispanic,44,Otsego,57164
2013,0,Total,0,Total,1,White Non Hispanic,45,Putnam,81919
2013,0,Total,0,Total,1,White Non Hispanic,46,Rensselaer,137381
2013,0,Total,0,Total,1,White Non Hispanic,47,Rockland,207014
2013,0,Total,0,Total,1,White Non Hispanic,48,St Lawrence,104324
2013,0,Total,0,Total,1,White Non Hispanic,49,Saratoga,207352
2013,0,Total,0,Total,1,White Non Hispanic,50,Schenectady,120365
2013,0,Total,0,Total,1,White Non Hispanic,51,Schoharie,30069
2013,0,Total,0,Total,1,White Non Hispanic,52,Schuyler,17715
2013,0,Total,0,Total,1,White Non Hispanic,53,Seneca,31950
2013,0,Total,0,Total,1,White Non Hispanic,54,Steuben,93479
2013,0,Total,0,Total,1,White Non Hispanic,55,Suffolk,1059823
2013,0,Total,0,Total,1,White Non Hispanic,56,Sullivan,57135
2013,0,Total,0,Total,1,White Non Hispanic,57,Tioga,48340
2013,0,Total,0,Total,1,White Non Hispanic,58,Tompkins,83250
2013,0,Total,0,Total,1,White Non Hispanic,59,Ulster,147771
2013,0,Total,0,Total,1,White Non Hispanic,60,Warren,62255
2013,0,Total,0,Total,1,White Non Hispanic,61,Washington,59027
2013,0,Total,0,Total,1,White Non Hispanic,62,Wayne,84640
2013,0,Total,0,Total,1,White Non Hispanic,63,Westchester,545866
2013,0,Total,0,Total,1,White Non Hispanic,64,Wyoming,37488
2013,0,Total,0,Total,1,White Non Hispanic,65,Yates,24155
2014,0,Total,0,Total,1,White Non Hispanic,4,Kings,953256
2014,0,Total,0,Total,1,White Non Hispanic,40,Ontario,100254
2014,0,Total,0,Total,1,White Non Hispanic,47,Rockland,207379
2014,0,Total,0,Total,1,White Non Hispanic,52,Schuyler,17742
2014,0,Total,0,Total,1,White Non Hispanic,49,Saratoga,207650
2014,0,Total,0,Total,1,White Non Hispanic,58,Tompkins,83301
2014,0,Total,0,Total,1,White Non Hispanic,31,Lewis,26239
2014,0,Total,0,Total,1,White Non Hispanic,65,Yates,24147
2014,0,Total,0,Total,1,White Non Hispanic,33,Madison,68160
2014,0,Total,0,Total,1,White Non Hispanic,2,New York City,2809904
2014,0,Total,0,Total,1,White Non Hispanic,5,New York,785592
2014,0,Total,0,Total,1,White Non Hispanic,19,Cortland,45899
2014,0,Total,0,Total,1,White Non Hispanic,22,Erie,713135
2014,0,Total,0,Total,1,White Non Hispanic,16,Chenango,47279
2014,0,Total,0,Total,1,White Non Hispanic,54,Steuben,93079
2014,0,Total,0,Total,1,White Non Hispanic,43,Oswego,115035
2014,0,Total,0,Total,1,White Non Hispanic,17,Clinton,74180
2014,0,Total,0,Total,1,White Non Hispanic,12,Cattaraugus,72217
2014,0,Total,0,Total,1,White Non Hispanic,9,Albany,230531
2014,0,Total,0,Total,1,White Non Hispanic,50,Schenectady,119667
2014,0,Total,0,Total,1,White Non Hispanic,1,New York State,11304651
2014,0,Total,0,Total,1,White Non Hispanic,34,Monroe,543665
2014,0,Total,0,Total,1,White Non Hispanic,35,Montgomery,41810
2014,0,Total,0,Total,1,White Non Hispanic,20,Delaware,43327
2014,0,Total,0,Total,1,White Non Hispanic,18,Columbia,54664
2014,0,Total,0,Total,1,White Non Hispanic,32,Livingston,59248
2014,0,Total,0,Total,1,White Non Hispanic,26,Genesee,54243
2014,0,Total,0,Total,1,White Non Hispanic,46,Rensselaer,136492
2014,0,Total,0,Total,1,White Non Hispanic,41,Orange,252011
2014,0,Total,0,Total,1,White Non Hispanic,60,Warren,61822
2014,0,Total,0,Total,1,White Non Hispanic,62,Wayne,84041
2014,0,Total,0,Total,1,White Non Hispanic,8,Rest of State,8494747
2014,0,Total,0,Total,1,White Non Hispanic,23,Essex,35866
2014,0,Total,0,Total,1,White Non Hispanic,48,St Lawrence,103578
2014,0,Total,0,Total,1,White Non Hispanic,37,Niagara,186569
2014,0,Total,0,Total,1,White Non Hispanic,39,Onondaga,369608
2014,0,Total,0,Total,1,White Non Hispanic,63,Westchester,541649
2014,0,Total,0,Total,1,White Non Hispanic,24,Franklin,42155
2014,0,Total,0,Total,1,White Non Hispanic,59,Ulster,146570
2014,0,Total,0,Total,1,White Non Hispanic,7,Richmond,299281
2014,0,Total,0,Total,1,White Non Hispanic,57,Tioga,47938
2014,0,Total,0,Total,1,White Non Hispanic,11,Broome,169203
2014,0,Total,0,Total,1,White Non Hispanic,29,Herkimer,60924
2014,0,Total,0,Total,1,White Non Hispanic,21,Dutchess,218365
2014,0,Total,0,Total,1,White Non Hispanic,55,Suffolk,1050134
2014,0,Total,0,Total,1,White Non Hispanic,64,Wyoming,37145
2014,0,Total,0,Total,1,White Non Hispanic,30,Jefferson,99329
2014,0,Total,0,Total,1,White Non Hispanic,6,Queens,621584
2014,0,Total,0,Total,1,White Non Hispanic,38,Oneida,195444
2014,0,Total,0,Total,1,White Non Hispanic,13,Cayuga,72212
2014,0,Total,0,Total,1,White Non Hispanic,25,Fulton,50863
2014,0,Total,0,Total,1,White Non Hispanic,45,Putnam,81060
2014,0,Total,0,Total,1,White Non Hispanic,51,Schoharie,29751
2014,0,Total,0,Total,1,White Non Hispanic,36,Nassau,853952
2014,0,Total,0,Total,1,White Non Hispanic,44,Otsego,56519
2014,0,Total,0,Total,1,White Non Hispanic,10,Allegany,45496
2014,0,Total,0,Total,1,White Non Hispanic,42,Orleans,36660
2014,0,Total,0,Total,1,White Non Hispanic,14,Chautauqua,117421
2014,0,Total,0,Total,1,White Non Hispanic,15,Chemung,77027
2014,0,Total,0,Total,1,White Non Hispanic,61,Washington,58233
2014,0,Total,0,Total,1,White Non Hispanic,3,Bronx,150191
2014,0,Total,0,Total,1,White Non Hispanic,53,Seneca,31473
2014,0,Total,0,Total,1,White Non Hispanic,27,Greene,41636
2014,0,Total,0,Total,1,White Non Hispanic,56,Sullivan,56210
2014,0,Total,0,Total,1,White Non Hispanic,28,Hamilton,4540
